factual_id,brand,name,size,category,upc,ean13,upc_e,ingredients,servings,serving_size,calories,fat_calories,total_fat,sat_fat,trans_fat,cholesterol,sodium,potassium,total_carbs,dietary_fiber,sugars,protein,manufacturer,avgPrice,image_urls,userName
4d0071d7-4e9a-428e-a099-edf033c94be7,Essie,Bikini So Teeny Summer Collection All Tied Up,46 fl oz,Nail Makeup,8.84E+11,8.84E+11,,,,,,,,,,,,,,,,,L'Oréal Group,3.6,http://img01.static-nextag.com/image/Essie-Bikini-So-Teeny/10/000/011/759/209/1175920995.jpg#http://s7d2.scene7.com/is/image/Drugstore/482012?wid=300&hei=300&op_sharpen=1,null
eaef9bbe-4767-420a-9ecb-4b1961c5ad6b,Maybelline,Long Wearing Lipstick Toasted Rose,0.15 oz; 4.2 g,Lip Makeup,41554628869,41554628869,,,,,,,,,,,,,,,,,L'Oréal Group,,http://static-resources.goodguide.net/images/entities/large/123654.jpg,null
ad3a634b-9919-404f-acc2-c31b76c04480,Cacharel,Anais Anais Perfume For Women Edt Spray From,1 oz,Fragrances,7.16E+11,7.16E+11,,Cedar Leather#Blooming Fresh Cut Flowers Including Gardenia Jasmine#Lily Of The Valley,,,,,,,,,,,,,,,L'Oréal Group,33.49,http://ecx.images-amazon.com/images/I/31g4vbC9daL._SL500_AA300_.jpg,null
4ea2ea74-f64b-4505-a7ca-3609ac0c73c0,Garnier,Fructis Style Sleek & Shine Blow Dry Perfector Straightening Balm,5.1 fl oz; 150 ml,Hair Styling Aids,6.03E+11,6.03E+11,,,,,,,,,,,,,,,,,L'Oréal Group,3.47,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/3/1016153.jpg#http://ecx.images-amazon.com/images/I/41g6VfhqoYL._SL500_AA300_.jpg#http://i.walmartimages.com/i/p/00/60/30/84/22/0060308422388_300X300.jpg#http://pics1.ds-static.com/prodimg/378078/300.JPG#http://static-resources.goodguide.net/images/entities/large/426708.jpg#http://www.myotcstore.com/store/i/is.aspx?path=/images/G-productimages/GarnierFructisHairCare/Straightening_811703.jpg,null
9afbcce5-1282-42be-943d-56784908fe62,L'Oreal,Triple Protection Color Creme,1 application,Hair Color,71249210550,71249210550,,Aqua/Water#Cetearyl Alcohol#Propylene Glycol#Deceth-3#Laureth-12#Ammonium Hydroxide#Oleth-30#Hexadimethrine Chloride#Lauric Acid#Glycol Distearate#Polyquaternium-22#Ethanolamine#Silica Dimethyl Silylate#Pentasodium Pen,,,,,,,,,,,,,,,L'Oréal Group,8.68,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/2/216692.jpg#http://ecx.images-amazon.com/images/I/41i2T8Xxh2L._SY300_.jpg#http://i.walmartimages.com/i/p/00/07/12/49/21/0007124921055_300X300.jpg#http://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A0SZ_1_20111025_11761860.jpg#http://img01.static-nextag.com/image/L-Oreal-LOreal-Permanent/10/000/008/918/515/891851549.jpg#http://pics2.ds-static.com/prodimg/149749/300.jpg#http://static-resources.goodguide.net/images/entities/large/193823.jpg#http://www.herbspro.com/images/productImg/LOreal-Excellence-Creme-5-Medium-Brown-87123.jpg#http://www.myotcstore.com/store/i/is.aspx?path=/images/L-productimages/LorealExcellence/361998.jpg#http://www.prestoimages.net/graphics08/648_pd209031_1.jpg,null
173e44b0-23cf-4a46-a19e-b0aeb880868c,L'Oreal,L'Oreal Voluminous Million Lashes Waterproof Eye Mascara Black,0.32 fluid oz#9.5 ml,Eye & Eyebrow Makeup,71249195482,71249195482,,,,,,,,,,,,,,,,,L'Oréal Group,7,http://ecx.images-amazon.com/images/I/51ORg1D5coL._SL500_AA300_.jpg#http://i.walmartimages.com/i/p/00/07/12/49/19/0007124919548_300X300.jpg#http://img01.static-nextag.com/image/L-Oreal-voluminous-million/10/000/010/155/809/1015580948.jpg#http://pics2.ds-static.com/prodimg/367369/300.JPG#http://www.myotcstore.com/store/i/is.aspx?path=/images/L-productimages/LorealEyeMakeUp/voluminous_lashes_LK0885000.jpg,null
5f384721-18d2-4bd8-b0e5-9f3d5ba0332a,Clarisonic,Plus Pink Skin Care System,,Skin Care,8.87E+11,8.87E+11,,See Individual Products For Full#Aloe Hydrates#Soothes#Green Tea Fights Free Radicals#Cellular Damage,,,,,,,,,,,,,,,L'Oréal Group,225,http://images.apothica.com/xl_images/632468.jpg#http://images.skincarerx.com/xl_images/clarisonic-plus-pink-v2.jpg#http://pics2.ds-static.com/prodimg/363910/300.JPG,null
2a105e0e-cd11-4a50-bf38-f32cc95fa6ae,Redken,Shades Eq Equalizing Conditioning Color Gloss 06Gn Moss,2 oz,Personal Care,7.44E+11,7.44E+11,,,,,,,,,,,,,,,,,L'Oréal Group,24.61,http://ak.buy.com/PI/0/500/230761905.jpg#http://ecx.images-amazon.com/images/I/41jDSmThz4L._SL500_AA300_.jpg#http://www.parfumery.com/pictures/large/743877070812.jpg,null
baa7383a-cb44-42f2-a718-2fcc1bbb249b,Yves Saint Laurent,Opium Perfume For Women Edp Spray From,1.6 oz,Fragrances,8.41E+11,8.41E+11,,Alcohol#Parfum (Fragrance)#Benzyl Salicylate#Limonene#Aqua (Water)#Hydroxycitronellal#Eugenol#Linalool#Geraniol#Coumarin#Hexyl Cinnamal#Citronellol#Butyl Methoxydibenzoylmethane#Benzyl Benzoate#Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde#Cinnamyl Alcohol#Benzyl Alcohol#Bht#Evernia Furfuracea Extract#Citral#Evernia Prunastri Extract#Benzyl Cinnamate#Isoeugenol#Amyl Cinnamal#\3Yc05-1\,,,,,,,,,,,,,,,L'Oréal Group,,http://static-resources.goodguide.net/images/entities/large/440927.jpg,null
65884606-8762-4b12-b9b7-1d6e7b59b861,Essie,Essie Spring 2011 French Affair Polish Topless And Barefoot,46 fl oz,Nail Makeup,80308000070,80308000070,8030870,,,,,,,,,,,,,,,,L'Oréal Group,3.59,http://ecx.images-amazon.com/images/I/21JyOwXYOHL.jpg#http://s7d2.scene7.com/is/image/Drugstore/481964?wid=300&hei=300&op_sharpen=1,null
462c8456-80a1-4492-984a-5105630087f9,Lancôme,Color Design Sensational Effects Lip Color All Done Up,,Personal Care,96018063045,96018063045,,,,,,,,,,,,,,,,,L'Oréal Group,47.18,http://ak.buy.com/PI/0/250/216035772.jpg#http://ecx.images-amazon.com/images/I/31wV5pCSNNL._SY300_.jpg#http://www.click4beauty.com.au/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/l/_/l_2120_1771526976/click4beauty.com.au-lancome-l_096018063045-30.jpg#http://www.parfumery.com/pictures/large/096018063045.jpg,null
424c6005-e6d1-44b8-90d4-a4da3a233fbf,L'Oreal,Shampoo Everpure Smooth,2 bottle,Hair Shampoo,71249166932,71249166932,,Aqua/Water/Eau#Sodium Cocoyl Isethionate#Sodium Lauryl Sulfoacetate#Disodium Laureth Sulfosuccinate#Cocamidopropyl Betaine#Sodium Lauroyl Sarcosinate#Glycol Distearate#Glycereth-26#Decyl Glucoside#Parfum/Fragrance#Divinyldimethicone/Dimethicone,,,,,,,,,,,,,,,L'Oréal Group,,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/6/777596.jpg,null
96ffd4ee-8363-4f8e-ad0e-c64386125201,Maybelline,Instant Age Rewind Eraser Foundation Sandy Beige,,Face Makeup,7.42E+11,7.42E+11,,,,,,,,,,,,,,,,,L'Oréal Group,16.13,http://ecx.images-amazon.com/images/I/31cXkjrlGwL._SL500_AA300_.jpg#http://img01.static-nextag.com/image/Maybelline-Instant-Age-Rewind/10/000/009/787/079/978707928.jpg,null
2b7dc9b3-c6c7-4771-9b8e-25436c351bb6,Maybelline,Comb Mascara,0.22 fl oz; 6.5 ml,Cosmetics,41554523904,41554523904,,,,,,,,,,,,,,,,,L'Oréal Group,,null,null
0abf50c5-1f78-41f5-ad55-7cdede46982c,L'Oreal,Never Fail Lipstick,1 set,Lip Makeup,71249146194,71249146194,,,,,,,,,,,,,,,,,L'Oréal Group,11.5,http://ecx.images-amazon.com/images/I/31BnC8xgR-L._SL500_AA300_.jpg#http://static-resources.goodguide.net/images/entities/large/123406.jpg,null
55247581-bb1d-45e4-86e6-6b45d1c3ba4b,Matrix,Color Smart Gloss And Hair Spray,2.5 oz,Hair Styling Aids,90174447718,90174447718,,Alcohol Denat#Hydrofluorocarbon 152A#Va/Vinyl Butyl Benzoate/Crotonates Copolymer#Aminomethyl Propanol#Tocopheryl Acetate#Ethylhexyl Methoxycinnamate#Hydroxycitronellal#Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde#Bis-Peg/Ppg-14/14 Dimethicone#Linalool#Alpha-Isomethyl Ionone#Geraniol#Cyclopentasiloxane#Eugenol#Parfum/Fragrance,,,,,,,,,,,,,,,L'Oréal Group,11.48,http://ecx.images-amazon.com/images/I/41b1hIu0jgL._SY300_.jpg#http://img01.static-nextag.com/image/Hair-styling-products-Matrix/10/000/010/901/390/1090139012.jpg#http://www.stockngo.com/media/catalog/product/m/a/matrix-color-smart-gloss-_-guard-hairspray-2.5oz-1_20.jpg,null
7d894ccc-7ca5-41bb-b15d-af1f94a5c180,Redken,Shades Eq Equalizing Conditioning Color Gloss Violet Kicker,2 oz,Hair Care,7.44E+11,7.44E+11,,,,,,,,,,,,,,,,,L'Oréal Group,5.92,http://ak.buy.com/PI/0/500/221424340.jpg#http://ecx.images-amazon.com/images/I/31BM8k%2Bmn2L._SL500_AA300_.jpg#http://img01.static-nextag.com/image/Redken-Shades-EQ-Equalizing/10/000/010/350/716/1035071644.jpg#http://www.parfumery.com/pictures/large/743877068680.jpg,null
f2a6159a-8ec9-4fd8-ba9c-6e625f6f2d9f,Matrix,Biolage Strengthening Shampoo 1L,33.8 oz,Hair Shampoo,90174454464,90174454464,,,,,,,,,,,,,,,,,L'Oréal Group,22.99,http://cdn-x.stockngo.com/media/catalog/product/m/a/matrix-biolage-stregnthing-shampoo-33.8oz-1.jpg#http://ecx.images-amazon.com/images/I/311PS0zLDlL._SL500_AA300_.jpg,null
c19c4591-d3a6-4488-a212-bfdf77fc6c2a,Matrix,Biolage Thermal Active Setting Spray,8.5 oz lb lb,Hair Styling Aids,6.03E+11,6.03E+11,,,,,,,,,,,,,,,,,L'Oréal Group,15.77,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/1/396641.jpg#http://i.walmartimages.com/i/p/00/60/30/29/02/0060302902437_300X300.jpg,null
b9ff4d5e-991c-4298-ad24-5568e791f643,L'Oreal,Jet-Set Quick Dry Nail Enamel Activate,0.5 fl oz; 15 ml,Nail Makeup,71249029886,71249029886,,,,,,,,,,,,,,,,,L'Oréal Group,,http://static-resources.goodguide.net/images/entities/large/123406.jpg,null
e80ca1d4-d482-49fd-8e91-c4abb29d7916,L'Oreal,Light Softening One-Step Makeup,0.38 oz; 11 g,Face Makeup,71249032961,71249032961,,Octinoxate (4#Contains: Isononyl Isononanoate#Nylon-12#Ethylhexyl Palmitate#Phenyl Trimethicone#Ptfe#Isopropyl Lanolate#Silica#Microcrystalline Wax#Copernicia Cerifera (Carnauba) Wax#Tocopherol#Alumina#Methylparaben#Butylparaben#Dimethicone#May Contain: Titanium Dioxide#Iron Oxides,,,,,,,,,,,,,,,L'Oréal Group,8.2,http://ecx.images-amazon.com/images/I/21QJGQ2y8sL._AA300_.jpg#http://static-resources.goodguide.net/images/entities/large/123406.jpg,null
5f75ac15-faef-4f91-a12f-8b14dc9e118f,L'Oreal,L' Colour Riche Nail Polish Club Prive,0.39 fluid oz,Nail Makeup,71249215982,71249215982,,,,,,,,,,,,,,,,,L'Oréal Group,7.25,http://ecx.images-amazon.com/images/I/414O9wn1PLL._SL500_AA300_.jpg#http://i.walmartimages.com/i/p/00/07/12/49/21/0007124921589_500X500.jpg#http://img01.static-nextag.com/image/L-Oreal-Colour-Riche/1/000/009/206/424/920642435.jpg#http://pics2.ds-static.com/prodimg/388681/300.JPG#http://static-resources.goodguide.net/images/entities/large/435320.jpg,null
f88b9dd8-26c9-4ec4-b4c0-88b20d54ebe2,Maybelline,Natural Perfecting Foundation,1 fl oz; 30 ml,Face Makeup,41554020472,41554020472,,Octinoxate#Inactive Water#Cyclopentasiloxane#Dimethicone#Glycerin#Isotridecyl Isononanoate#Peg-9 Polydimethylsiloxyethyl Dimethicone#Disteardimonium Hectorite#Dimethicone/Polyglycerin-3 Crosspolymer#Sodium Chloride#Phenoxyethanol#Methylparaben#Disodium Edta#Acrylates Copolymer#Propylparaben#Tocopherol#Ascorbyl Palmitate#Aluminum Hydroxide#Peg-9#Ethylparaben#Isobutylparaben#Butylparaben#May Contain: Titanium Dioxide#Iron Oxides,,,,,,,,,,,,,,,L'Oréal Group,5.62,http://ecx.images-amazon.com/images/I/218XzyX%2BmEL._AA300_.jpg#http://img01.static-nextag.com/image/L-Oreal-Maybelline-Mineral/10/000/010/294/442/1029444288.jpg,null
21012fda-317c-47b2-b4f0-99e53aa06cae,Yves Saint Laurent,Perfect Touch Radiant Brush Foundation Peach,,Face Makeup,7.58E+11,7.58E+11,,Pentylene Glycol#Sodium Chloride,,,,,,,,,,,,,,,L'Oréal Group,,http://image01.bizrate-images.com/resize?uid=2233117817#http://static-resources.goodguide.net/images/entities/large/125214.jpg,null
0b21ebc4-e7ae-44b0-94cb-fc828936f39f,Maybelline,Fast-Dry Nail Enamel,0.5 fl oz; 14.7 ml,Nail Makeup,41554610161,41554610161,,,,,,,,,,,,,,,,,L'Oréal Group,,http://static-resources.goodguide.net/images/entities/large/123654.jpg,null
9f74146b-b4a5-44bd-b7a8-0da1cdbc1296,L'Oreal,Rich Luminous Conditioning Colorant,6 bb hair color,Hair Color,71249253427,71249253427,,Vitamin E,,,,,,,,,,,,,,,L'Oréal Group,6.94,http://ak.buy.com/PI/0/250/216003958.jpg#http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/8/374548.jpg#http://ecx.images-amazon.com/images/I/51H4YCMXFPL._AA300_.jpg#http://static-resources.goodguide.net/images/entities/large/123406.jpg#http://www.beautyencounter.com/products/large/071249253427.jpg#http://www.prestoimages.net/store/rd648/648_pd1960933_1.jpg,null
4f1156db-098c-4d8c-859b-15b00a6cd7c7,Maybelline,Mascara,0.16 fl oz; 4.7 ml,Eye & Eyebrow Makeup,41554687507,41554687507,,Water#Rice Wax#Sucrose Stearate#Beeswax#Carnauba Wax#Stearyl Alcohol#Diglycol/Chdm/Isophthalates/Sip Copolymer#Peg-5 Methyl Glucose Dioleate#Hydroxyethylcellulose#Cyclopentasiloxane#Imidazolidinyl Urea#Methlparaben#Propylparaben#Dimethiconol#Simethicone#May Contain: Iron Oxides/Oxydes Titanium Dioxide#Ultamarines#Carmine/Carmin#Mica#Chromium Oxydes Greens#Chromium Hydroxide Green#Ferric Ferrocyanide,,,,,,,,,,,,,,,L'Oréal Group,5.59,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/3/57073.jpg#http://static-resources.goodguide.net/images/entities/large/123654.jpg,null
786f3fba-16f1-423f-acc4-47511ae7f027,Maybelline,Expert Wear Eye Shadow Molten Bronze,,Eye & Eyebrow Makeup,41554034332,41554034332,,,,,,,,,,,,,,,,,L'Oréal Group,5.05,http://ecx.images-amazon.com/images/I/310FBeAJRqL._SL500_AA300_.jpg,null
13e31eda-1c64-483f-9154-5f5fb537cf94,Yves Saint Laurent,Ombres 5 Lumieres 5 Colour Harmony For Eyes No. 06 Garden Of Eden,0.29 oz,Face Makeup,91351817027,91351817027,,,,,,,,,,,,,,,,,L'Oréal Group,89,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._V192198896_AA300_.gif#http://www.click4beauty.com.au/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/s/_/s_09135181702_5/click4beauty.com.au-yves-saint-laurent-s_91351-30.jpg,null
5ead6825-5fe5-44c0-a7e6-7c6de538b084,Redken,Color Fusion Advanced Performance Color Cream Hair Coloring Products 5Gg Gold Gold,,Personal Care,7.44E+11,7.44E+11,,,,,,,,,,,,,,,,,L'Oréal Group,6,http://ak.buy.com/PI/0/500/221424322.jpg#http://ecx.images-amazon.com/images/I/51h1Tp975mL._AA300_.jpg#http://www.parfumery.com/pictures/large/743877068185.jpg,null
64bd1143-3d19-41b8-a437-b51f9194ac05,Maybelline,Fast-Dry Nail Enamel,0.5 fl oz; 14.7 ml,Nail Makeup,41554616507,41554616507,,,,,,,,,,,,,,,,,L'Oréal Group,,http://static-resources.goodguide.net/images/entities/large/123654.jpg,null
9d3c90ec-8e7f-48b6-997e-d06a71140e25,L'Oreal,Wrinkle De-Crease,1.7 oz#50 ml,Skin Care,71249079201,71249079201,,Water#Cyclohexasiloxane#Mineral Oil#Glycerin#Nylon 66#Myristyl Myristate#Dipropylene Glycol#Stearic Acid#Palmitic Acid#Peg 100 Stearate#Glyceryl Stearate#Lithium Magnesium Sodium Silicate#Peg 20 Stearate#Stearyl Alcohol#Triethanolamine#Tocopheryl Acetate#Cetyl Alcohol#Ammonium Polyacryloyldimethyl Taurate#Boswellia Serrata Extract#Manganese Gluconate#Imidazolidinyl Urea#Chlorphenesin#Methylparaben#Disodium Edta#Propylparaben#Fragrance#Fil,,,,,,,,,,,,,,,L'Oréal Group,9.95,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/4/372164.jpg#http://ecx.images-amazon.com/images/I/31z56jasYGL._AA300_.jpg#http://static-resources.goodguide.net/images/entities/large/123406.jpg#http://www.beautyencounter.com/products/large/071249079201.jpg,null
21c9efc2-9212-45ce-893f-04447d1bfe50,L'Oreal,Jet-Set Quick Dry Nail Enamel Presto,0.5 fl oz; 15 ml,Nail Makeup,71249029923,71249029923,,,,,,,,,,,,,,,,,L'Oréal Group,,http://static-resources.goodguide.net/images/entities/large/123406.jpg,null
933f1e5a-486f-4530-af98-7260885a7da0,L'Oreal,Eyeshadow Bottomless Java,0.12 oz; 3.5 g,Eye & Eyebrow Makeup,71249214633,71249214633,,,,,,,,,,,,,,,,,L'Oréal Group,,http://i.walmartimages.com/i/p/00/07/12/49/21/0007124921459_500X500.jpg#http://pics2.ds-static.com/prodimg/409256/300.JPG,null
18504ed0-af19-4479-b965-c269e244adc6,L'Oreal,Lipstick Colour Riche Tickled Pink,0.13 oz,Lip Makeup,71249083352,71249083352,,Lanolin Oil (Lanolin Liquida)#Sesamum Indicum (Sesame) Oil (Sesame Seed)#Oleyl Erucate#Microcrystalline Wax (Cera Microcristallina)#PPG 5 Lanolin Wax#Acetylated Lanolin#Cera Alba (Beeswax)#Beeswax (Apis Mellifera)#Disteardimonium Hectorite#Fragrance (Parfum)#Tocopheryl Acetate (Vitamin E)#Rosa Canina (Rose Hip) (Rosa Canina Fruit Oil)#Calcium Aluminum Borosilicate#Silica#Arginine Pca#Bht#Bha#Geraniol#Hexylcinnamal#Hydroxycitronellal#Methyl 2 Octynoate#May Contain (+/-): (Ci,,,,,,,,,,,,,,,L'Oréal Group,8.23,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/8/633168.jpg#http://ecx.images-amazon.com/images/I/11AicSuIFmL._AA300_.jpg#http://i.walmartimages.com/i/p/00/07/12/49/12/0007124912019_500X500.jpg#http://img01.static-nextag.com/image/L-Oreal-Paris-Colour/10/000/009/375/527/937552713.jpg#http://pics1.ds-static.com/prodimg/179770/300.jpg#http://static-resources.goodguide.net/images/entities/large/335854.jpg#http://www.myotcstore.com/store/i/is.aspx?path=/images/L-productimages/LorealLipMakeUp/ALLJ35111.jpg,null
c0f0a029-522e-485a-beb0-12eb6db48da8,L'Oreal,Glass Shine High Shine Lip Gloss Luminous Lilac,0.2 fl oz; 6 ml,Lip Makeup,71249059791,71249059791,,,,,,,,,,,,,,,,,L'Oréal Group,,http://static-resources.goodguide.net/images/entities/large/123406.jpg,null
302afc4f-f8c3-4f2b-b397-05a23f1e1f92,L'Oreal,L' Colour Riche Lipcolour Peony Pink Pink,,Lip Makeup,7.42E+11,7.42E+11,,,,,,,,,,,,,,,,,L'Oréal Group,11.74,http://ecx.images-amazon.com/images/I/31c-cADE1cL._SL500_AA300_.jpg#http://img01.static-nextag.com/image/L-Oreal-Colour-Riche/10/000/010/182/656/1018265694.jpg,null
f8ec3336-4db3-4a93-adfc-b76870d57451,Maybelline,Pure Makeup # 630 Creamy Natural Light 5,,Face Makeup,41554516166,41554516166,,,,,,,,,,,,,,,,,L'Oréal Group,5,http://ecx.images-amazon.com/images/I/412fKH7om0L._SY300_.jpg,null
1503abac-3f50-43dc-aad2-994b9077f48c,L'Oreal,Conditioner Lait Vital,6.8 oz lb lb,Personal Care,6.03E+11,6.03E+11,,Aqua (Water)#Cetearyl Alcohol#Stearalkonium Chloride#Cetyl Alcohol#Ceteareth-33#Octyldodecanol#Hydroxypropyl Guar#Methylparaben#Amodimethicone#Hydroxypropyltrimonium Hydrolyzed Wheat Protein#Chlorhexidine Dihydrochloride#Tricontanyl Pvp#Cetrim,,,,,,,,,,,,,,,L'Oréal Group,28.99,http://ak.buy.com/PI/0/250/227180716.jpg#http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/9/777639.jpg#http://ecx.images-amazon.com/images/I/31q0Y9-MFqL._AA300_PIbundle-1#TopRight#0#0AA300_SH20_.jpg#http://i.walmartimages.com/i/p/00/60/30/29/06/0060302906506_300X300.jpg,null
ad2c5b2c-2925-4a96-8758-57d7a120e72e,Maybelline,Dream Matte Mousse Foundation,0.64 oz,Face Makeup,41554507102,41554507102,,,,,,,,,,,,,,,,,L'Oréal Group,8.12,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/0/374310.jpg#http://ecx.images-amazon.com/images/I/419iM48gzSL._AA300_.jpg#http://i.walmartimages.com/i/p/00/04/15/54/50/0004155450710_300X300.jpg#http://img01.static-nextag.com/image/Maybelline-Dream-Matte-Mousse/10/000/010/235/905/1023590580.jpg#http://pics2.ds-static.com/prodimg/138299/300.jpg#http://static-resources.goodguide.net/images/entities/large/399272.jpg#http://www.myotcstore.com/store/i/is.aspx?path=/images/M-productimages/MaybellineFaceMakeUp/ALM704MOUS20.jpg,null
b56f8b7e-9b37-4ac9-b5dc-86f4cd6777b6,L'Oreal,Multi-Faceted Shimmering Colour,1 application,Hair Color,71249218617,71249218617,,,,,,,,,,,,,,,,,L'Oréal Group,,http://i.walmartimages.com/i/p/00/07/12/49/21/0007124921861_300X300.jpg#http://static-resources.goodguide.net/images/entities/large/123406.jpg,null
d8c64530-005b-4cca-a016-8e3d958f5d57,Maybelline,Budge-Proof Lip Color,0.07 oz; 2 g,Lip Makeup,41554686272,41554686272,,,,,,,,,,,,,,,,,L'Oréal Group,,http://static-resources.goodguide.net/images/entities/large/123654.jpg,null
f62c822b-aadf-42bc-9807-08da5ad95a86,L'Oreal,L'Oreal Professionnel Richesse Ammonia-Free Conditioning Creme Color 8.30 8Ggg Gold,8.3,Hair Relaxers# Perms# Chemicals,6.70E+11,6.70E+11,,,,,,,,,,,,,,,,,L'Oréal Group,9.99,http://ak.buy.com/PI/0/500/221423852.jpg#http://ecx.images-amazon.com/images/I/31Oxy5FPWiL._SL500_AA300_.jpg#http://www.beautyencounter.com/products/large/670281090559.jpg,null
2cc69693-89a6-427c-a007-ab73c2bda2ec,Garnier,Haircolor Ultra-Lift Cool Brown,1 application,Hair Color,6.03E+11,6.03E+11,,,,,,,,,,,,,,,,,L'Oréal Group,,http://ecx.images-amazon.com/images/I/210NRQQDR4L._SL500_AA300_.jpg,null
48a6161e-e880-43df-9290-bf470d2e7ef3,Maybelline,Pure.Makeup Shine-Free Foundation With H2O Caramel Dark 2,1 fl oz; 30 ml,Face Makeup,41554516111,41554516111,,,,,,,,,,,,,,,,,L'Oréal Group,1.03,http://ak.buy.com/PI/0/500/228764190.jpg#http://ecx.images-amazon.com/images/I/41N1SEwYH%2BL._SY300_.jpg#http://www.beautyencounter.com/products/large/041554516111.jpg,null
28e807a6-8dd4-4dd6-b52d-8601c7fd2969,Essie,Spring '06 Collection No Pre-Nup,0.5 fl oz; 15 ml,Nail Makeup,80639000077,80639000077,8063977,Contains No Formaldehyde#DBP Or Toluene,,,,,,,,,,,,,,,L'Oréal Group,5.05,http://ecx.images-amazon.com/images/I/21GT28slTuL._AA300_.jpg#http://s7d2.scene7.com/is/image/Drugstore/481868?wid=300&hei=300&op_sharpen=1,null
238d0642-0e44-49fc-ad3d-333a7d262184,Clarisonic,Mia Skin Cleansing System Yellow,,Skin Care,8.87E+11,8.87E+11,,Aloe Hydrates#Soothes#Green Tea Fights Free Radicals#Cellular Damage,,,,,,,,,,,,,,,L'Oréal Group,119,http://images.apothica.com/xl_images/clarisonic-mia-yellow.jpg#http://images.skincarerx.com/xl_images/clarisonic-mia-yellow.jpg#http://pics2.ds-static.com/prodimg/248538/300.JPG,null
6e1fe227-fcdd-4565-b1a5-53f2da843ce3,L'Oreal,Vive Pro Glossy Style Smooth Gloss Serum,1.7 fl oz,Hair Styling Aids,71249126073,71249126073,,Cyclopentasiloxane#Dimethicone#Dimethiconol#Alcohol Denat#C12-15 Alkyl Benzoate#Parfum/Fragrance#Linalool#Limonene#Citronellol#Alpha-Iso-Methyl Ionone#Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,,,,,,,,,,,,,,,L'Oréal Group,4.77,http://ecx.images-amazon.com/images/I/21gLLPT8zYL._SL500_AA300_.jpg#http://i.walmartimages.com/i/p/00/07/12/49/12/0007124912607_300X300.jpg#http://img01.static-nextag.com/image/L-Oreal-Vive-Pro/1/000/006/497/796/649779617.jpg#http://pics.Drugstore.com/prodimg/213303/300.JPG#http://static-resources.goodguide.net/images/entities/large/123406.jpg#http://www.myotcstore.com/store/i/is.aspx?path=/images/L-productimages/LorealViveProHairStyling/375469.jpg,null
06f81c31-2f0a-468d-93de-25cecb51a53b,La Roche-posay,Nutritic Lips,15 fl oz,Lip Care,8.83E+11,8.83E+11,,Polyethylene#Polybutene#Bis-Diglyceryl Polyacyladipate-2#Butyrospermum Parkii (Shea Butter)#Hydrogenated Polyisobutene#Myristyl Myristate#Cera Alba (Beeswax)#Octyldodecanol#Ricinus Communis (Castor) Seed Oil#Cetyl Alcohol#Limnanthes Alba (Meadowfoam) Seed Oil#Cetyl Palmitate#Glycerin#Ribes Nigrum (Black Currant) Seed Oil#Echium Lycopsis Fruit Oil#Coriandrum Sativum (Coriander) Fruit Oil#Prunus Armeniaca (Apricot) Kernel Oil#Tocopheryl Acetate#Hydroxypalmitoyl Sphinganine#Tetra,,,,,,,,,,,,,,,L'Oréal Group,15.95,http://ak.buy.com/PI/0/500/217452277.jpg#http://c2.soap.com/images/products/p/p/lac/lac-053_1.jpg#http://ecx.images-amazon.com/images/I/21VbQqiGeVL._SL500_AA300_.jpg#http://image01.bizrate-images.com/resize?uid=1983584535#http://images.apothica.com/xl_images/LaRochePosay_Nutritic_Lip_Care.jpg#http://images.skincarerx.com/xl_images/LaRochePosay_Nutritic_Lip_Care.jpg#http://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A0UP_1_20120508_4239160.jpg#http://pics1.ds-static.com/prodimg/255656/300.JPG,null
be44118c-b365-40a4-a0ad-f93c03f5ef08,L'Oreal,L' Extra-Volume Collagen Waterproof Mascara Black,0.34 fl oz,Eye & Eyebrow Makeup,7.42E+11,7.42E+11,,,,,,,,,,,,,,,,,L'Oréal Group,11.6,http://ecx.images-amazon.com/images/I/318GsiU4w3L._SL500_AA300_.jpg#http://img01.static-nextag.com/image/L-Oreal-Extra-Volume/10/000/010/417/352/1041735280.jpg,null
